Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Prestaciones,Chrome 70.0.3538.77,,2018-11-02 11:39:23,2018-11-02 11:45:42,"6m - 19,303s",FAILED
,,,,,,
Test Cases/Test Buscar Prestadores - Domicilio,Chrome 70.0.3538.77,,2018-11-02 11:39:23,2018-11-02 11:40:50,"1m - 27,244s",FAILED
openBrowser,Chrome 70.0.3538.77,,2018-11-02 11:39:25,2018-11-02 11:39:30,"4,849s",PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-11-02 11:39:30,2018-11-02 11:39:30,"0,853s",PASSED
maximizeWindow,Chrome 70.0.3538.77,,2018-11-02 11:39:30,2018-11-02 11:39:31,"0,202s",PASSED
waitForElementClickable,Chrome 70.0.3538.77,,2018-11-02 11:39:31,2018-11-02 11:39:31,"0,274s",PASSED
setText,Chrome 70.0.3538.77,,2018-11-02 11:39:31,2018-11-02 11:39:31,"0,419s",PASSED
setText,Chrome 70.0.3538.77,,2018-11-02 11:39:31,2018-11-02 11:39:32,"0,415s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 11:39:32,2018-11-02 11:39:33,"1,340s",PASSED
waitForElementPresent,Chrome 70.0.3538.77,,2018-11-02 11:39:33,2018-11-02 11:39:34,"1,219s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 11:39:34,2018-11-02 11:39:35,"0,676s",PASSED
waitForElementPresent,Chrome 70.0.3538.77,,2018-11-02 11:39:35,2018-11-02 11:39:35,"0,231s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 11:39:35,2018-11-02 11:39:36,"0,724s",PASSED
switchToWindowUrl,Chrome 70.0.3538.77,,2018-11-02 11:39:36,2018-11-02 11:39:37,"0,886s",PASSED
waitForElementVisible,Chrome 70.0.3538.77,,2018-11-02 11:39:37,2018-11-02 11:39:38,"0,926s",PASSED
selectOptionByValue,Chrome 70.0.3538.77,,2018-11-02 11:39:38,2018-11-02 11:39:39,"0,989s",PASSED
Statement - verifyIsPortalOpen(),Chrome 70.0.3538.77,,2018-11-02 11:39:39,2018-11-02 11:39:39,"0,003s",PASSED
Statement - Try,Chrome 70.0.3538.77,,2018-11-02 11:39:39,2018-11-02 11:39:58,"19,558s",PASSED
setText,Chrome 70.0.3538.77,,2018-11-02 11:39:58,2018-11-02 11:39:59,"0,599s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 11:39:59,2018-11-02 11:39:59,"0,284s",PASSED
waitForElementPresent,Chrome 70.0.3538.77,,2018-11-02 11:39:59,2018-11-02 11:40:00,"0,602s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 11:40:00,2018-11-02 11:40:00,"0,737s",PASSED
waitForElementVisible,Chrome 70.0.3538.77,,2018-11-02 11:40:00,2018-11-02 11:40:01,"0,694s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 11:40:01,2018-11-02 11:40:01,"0,314s",PASSED
waitForElementVisible,Chrome 70.0.3538.77,,2018-11-02 11:40:01,2018-11-02 11:40:02,"0,165s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 11:40:02,2018-11-02 11:40:02,"0,298s",PASSED
"Statement - abrirServicio(G_Servicio, com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver())",Chrome 70.0.3538.77,,2018-11-02 11:40:02,2018-11-02 11:40:02,"0,023s",PASSED
Statement - Try,Chrome 70.0.3538.77,,2018-11-02 11:40:02,2018-11-02 11:40:17,"14,986s",PASSED
Statement - verifyIsGenesisCoberturaOpen(),Chrome 70.0.3538.77,,2018-11-02 11:40:17,2018-11-02 11:40:17,"0,002s",PASSED
Statement - Try,Chrome 70.0.3538.77,,2018-11-02 11:40:17,2018-11-02 11:40:19,"2,080s",PASSED
setText,Chrome 70.0.3538.77,,2018-11-02 11:40:19,2018-11-02 11:40:20,"0,563s",PASSED
Statement - selectOptionAutocomplete(),Chrome 70.0.3538.77,,2018-11-02 11:40:20,2018-11-02 11:40:20,"0,002s",PASSED
waitForElementClickable,Chrome 70.0.3538.77,,2018-11-02 11:40:20,2018-11-02 11:40:20,"0,268s",PASSED
delay,Chrome 70.0.3538.77,,2018-11-02 11:40:20,2018-11-02 11:40:50,"30,041s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 11:40:50,2018-11-02 11:40:50,"0,548s",FAILED
,,,,,,
Test Cases/Test Buscar Prestadores - Zona,Chrome 70.0.3538.77,,2018-11-02 11:40:50,2018-11-02 11:44:16,"3m - 25,232s",PASSED
openBrowser,Chrome 70.0.3538.77,,2018-11-02 11:40:51,2018-11-02 11:40:54,"3,022s",PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-11-02 11:40:54,2018-11-02 11:40:55,"0,637s",PASSED
maximizeWindow,Chrome 70.0.3538.77,,2018-11-02 11:40:55,2018-11-02 11:40:55,"0,183s",PASSED
waitForElementClickable,Chrome 70.0.3538.77,,2018-11-02 11:40:55,2018-11-02 11:40:55,"0,092s",PASSED
setText,Chrome 70.0.3538.77,,2018-11-02 11:40:55,2018-11-02 11:40:56,"0,307s",PASSED
setText,Chrome 70.0.3538.77,,2018-11-02 11:40:56,2018-11-02 11:40:56,"0,285s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 11:40:56,2018-11-02 11:40:57,"0,985s",PASSED
waitForElementPresent,Chrome 70.0.3538.77,,2018-11-02 11:40:57,2018-11-02 11:40:58,"1,158s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 11:40:58,2018-11-02 11:40:59,"0,512s",PASSED
waitForElementPresent,Chrome 70.0.3538.77,,2018-11-02 11:40:59,2018-11-02 11:40:59,"0,178s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 11:40:59,2018-11-02 11:41:00,"0,827s",PASSED
switchToWindowUrl,Chrome 70.0.3538.77,,2018-11-02 11:41:00,2018-11-02 11:41:01,"1,186s",PASSED
waitForElementVisible,Chrome 70.0.3538.77,,2018-11-02 11:41:01,2018-11-02 11:41:02,"0,996s",PASSED
selectOptionByValue,Chrome 70.0.3538.77,,2018-11-02 11:41:02,2018-11-02 11:41:03,"0,768s",PASSED
Statement - verifyIsPortalOpen(),Chrome 70.0.3538.77,,2018-11-02 11:41:03,2018-11-02 11:41:03,"0,001s",PASSED
Statement - Try,Chrome 70.0.3538.77,,2018-11-02 11:41:03,2018-11-02 11:42:39,"1m - 36,430s",FAILED
