Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Prestaciones,Chrome 70.0.3538.77,,2018-11-02 14:32:55,2018-11-02 14:42:16,"9m - 21,581s",PASSED
,,,,,,
Test Cases/Test Buscar Prestadores - Domicilio,Chrome 70.0.3538.77,,2018-11-02 14:32:55,2018-11-02 14:37:19,"4m - 23,888s",PASSED
openBrowser,Chrome 70.0.3538.77,,2018-11-02 14:32:57,2018-11-02 14:33:01,"4,724s",PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-11-02 14:33:01,2018-11-02 14:33:02,"0,730s",PASSED
maximizeWindow,Chrome 70.0.3538.77,,2018-11-02 14:33:02,2018-11-02 14:33:02,"0,182s",PASSED
waitForElementClickable,Chrome 70.0.3538.77,,2018-11-02 14:33:02,2018-11-02 14:33:03,"0,187s",PASSED
setText,Chrome 70.0.3538.77,,2018-11-02 14:33:03,2018-11-02 14:33:03,"0,617s",PASSED
setText,Chrome 70.0.3538.77,,2018-11-02 14:33:03,2018-11-02 14:33:04,"0,415s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 14:33:04,2018-11-02 14:33:04,"0,818s",PASSED
waitForElementPresent,Chrome 70.0.3538.77,,2018-11-02 14:33:04,2018-11-02 14:33:05,"1,029s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 14:33:05,2018-11-02 14:33:06,"0,430s",PASSED
waitForElementPresent,Chrome 70.0.3538.77,,2018-11-02 14:33:06,2018-11-02 14:33:06,"0,153s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 14:33:06,2018-11-02 14:33:07,"0,530s",PASSED
switchToWindowUrl,Chrome 70.0.3538.77,,2018-11-02 14:33:07,2018-11-02 14:33:07,"0,671s",PASSED
waitForElementVisible,Chrome 70.0.3538.77,,2018-11-02 14:33:07,2018-11-02 14:33:08,"0,722s",PASSED
selectOptionByValue,Chrome 70.0.3538.77,,2018-11-02 14:33:08,2018-11-02 14:33:09,"0,672s",PASSED
Statement - verifyIsPortalOpen(),Chrome 70.0.3538.77,,2018-11-02 14:33:09,2018-11-02 14:33:09,"0,003s",PASSED
Statement - Try,Chrome 70.0.3538.77,,2018-11-02 14:33:09,2018-11-02 14:34:44,"1m - 35,172s",FAILED
Statement - Catch (Exception e),Chrome 70.0.3538.77,,2018-11-02 14:34:44,2018-11-02 14:34:44,"0,003s",PASSED
refresh,Chrome 70.0.3538.77,,2018-11-02 14:34:44,2018-11-02 14:34:44,"0,046s",PASSED
Statement - verifyIsPortalOpen(),Chrome 70.0.3538.77,,2018-11-02 14:34:44,2018-11-02 14:34:44,"0,002s",PASSED
Statement - Try,Chrome 70.0.3538.77,,2018-11-02 14:34:44,2018-11-02 14:34:49,"5,031s",PASSED
setText,Chrome 70.0.3538.77,,2018-11-02 14:34:49,2018-11-02 14:34:49,"0,408s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 14:34:49,2018-11-02 14:34:49,"0,175s",PASSED
waitForElementPresent,Chrome 70.0.3538.77,,2018-11-02 14:34:49,2018-11-02 14:34:50,"0,472s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 14:34:50,2018-11-02 14:34:50,"0,374s",PASSED
waitForElementVisible,Chrome 70.0.3538.77,,2018-11-02 14:34:50,2018-11-02 14:34:51,"0,837s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 14:34:51,2018-11-02 14:34:51,"0,275s",PASSED
waitForElementVisible,Chrome 70.0.3538.77,,2018-11-02 14:34:51,2018-11-02 14:34:52,"0,636s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 14:34:52,2018-11-02 14:34:52,"0,228s",PASSED
"Statement - abrirServicio(G_Servicio, com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver())",Chrome 70.0.3538.77,,2018-11-02 14:34:52,2018-11-02 14:34:52,"0,019s",PASSED
Statement - Try,Chrome 70.0.3538.77,,2018-11-02 14:34:52,2018-11-02 14:35:05,"12,931s",PASSED
Statement - verifyIsGenesisCoberturaOpen(),Chrome 70.0.3538.77,,2018-11-02 14:35:05,2018-11-02 14:35:05,"0,002s",PASSED
