Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Prestaciones,Chrome 70.0.3538.77,,2018-11-02 14:52:20,2018-11-02 15:06:08,"13m - 48,106s",FAILED
,,,,,,
Test Cases/Test Buscar Prestadores - Domicilio,Chrome 70.0.3538.77,,2018-11-02 14:52:20,2018-11-02 14:58:23,"6m - 2,434s",PASSED
openBrowser,Chrome 70.0.3538.77,,2018-11-02 14:52:22,2018-11-02 14:52:27,"5,246s",PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-11-02 14:52:27,2018-11-02 14:52:28,"0,637s",PASSED
maximizeWindow,Chrome 70.0.3538.77,,2018-11-02 14:52:28,2018-11-02 14:52:28,"0,194s",PASSED
waitForElementClickable,Chrome 70.0.3538.77,,2018-11-02 14:52:28,2018-11-02 14:52:28,"0,173s",PASSED
setText,Chrome 70.0.3538.77,,2018-11-02 14:52:28,2018-11-02 14:52:28,"0,303s",PASSED
setText,Chrome 70.0.3538.77,,2018-11-02 14:52:28,2018-11-02 14:52:29,"0,304s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 14:52:29,2018-11-02 14:52:29,"0,834s",PASSED
waitForElementPresent,Chrome 70.0.3538.77,,2018-11-02 14:52:29,2018-11-02 14:52:30,"1,036s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 14:52:30,2018-11-02 14:52:31,"0,421s",PASSED
waitForElementPresent,Chrome 70.0.3538.77,,2018-11-02 14:52:31,2018-11-02 14:52:31,"0,160s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 14:52:31,2018-11-02 14:52:32,"0,584s",PASSED
switchToWindowUrl,Chrome 70.0.3538.77,,2018-11-02 14:52:32,2018-11-02 14:52:32,"0,774s",PASSED
waitForElementVisible,Chrome 70.0.3538.77,,2018-11-02 14:52:32,2018-11-02 14:52:33,"0,737s",PASSED
selectOptionByValue,Chrome 70.0.3538.77,,2018-11-02 14:52:33,2018-11-02 14:52:34,"0,639s",PASSED
Statement - verifyIsPortalOpen(),Chrome 70.0.3538.77,,2018-11-02 14:52:34,2018-11-02 14:52:34,"0,003s",PASSED
Statement - Try,Chrome 70.0.3538.77,,2018-11-02 14:52:34,2018-11-02 14:54:08,"1m - 34,547s",FAILED
Statement - Catch (Exception e),Chrome 70.0.3538.77,,2018-11-02 14:54:08,2018-11-02 14:54:08,"0,004s",PASSED
refresh,Chrome 70.0.3538.77,,2018-11-02 14:54:08,2018-11-02 14:54:09,"0,743s",PASSED
Statement - verifyIsPortalOpen(),Chrome 70.0.3538.77,,2018-11-02 14:54:09,2018-11-02 14:54:09,"0,001s",PASSED
Statement - Try,Chrome 70.0.3538.77,,2018-11-02 14:54:09,2018-11-02 14:55:44,"1m - 35,035s",FAILED
Statement - Catch (Exception e),Chrome 70.0.3538.77,,2018-11-02 14:55:44,2018-11-02 14:55:44,"0,002s",PASSED
refresh,Chrome 70.0.3538.77,,2018-11-02 14:55:44,2018-11-02 14:55:44,"0,367s",PASSED
Statement - verifyIsPortalOpen(),Chrome 70.0.3538.77,,2018-11-02 14:55:44,2018-11-02 14:55:44,"0,001s",PASSED
Statement - Try,Chrome 70.0.3538.77,,2018-11-02 14:55:44,2018-11-02 14:55:49,"4,955s",PASSED
setText,Chrome 70.0.3538.77,,2018-11-02 14:55:49,2018-11-02 14:55:50,"0,399s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 14:55:50,2018-11-02 14:55:50,"0,172s",PASSED
waitForElementPresent,Chrome 70.0.3538.77,,2018-11-02 14:55:50,2018-11-02 14:55:51,"0,562s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 14:55:51,2018-11-02 14:55:51,"0,395s",PASSED
waitForElementVisible,Chrome 70.0.3538.77,,2018-11-02 14:55:51,2018-11-02 14:55:52,"0,863s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 14:55:52,2018-11-02 14:55:52,"0,264s",PASSED
waitForElementVisible,Chrome 70.0.3538.77,,2018-11-02 14:55:52,2018-11-02 14:55:52,"0,133s",PASSED
