Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Prestaciones,Chrome 69.0.3497.100,,2018-10-30 14:34:14,2018-10-30 14:37:22,"3m - 8,236s",FAILED
,,,,,,
Test Cases/Test Buscar Prestadores - Domicilio,Chrome 69.0.3497.100,,2018-10-30 14:34:15,2018-10-30 14:34:54,"39,358s",FAILED
openBrowser,Chrome 69.0.3497.100,,2018-10-30 14:34:16,2018-10-30 14:34:21,"4,476s",PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-30 14:34:21,2018-10-30 14:34:23,"1,969s",PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-10-30 14:34:23,2018-10-30 14:34:23,"0,159s",PASSED
waitForElementClickable,Chrome 69.0.3497.100,,2018-10-30 14:34:23,2018-10-30 14:34:23,"0,179s",PASSED
setText,Chrome 69.0.3497.100,,2018-10-30 14:34:23,2018-10-30 14:34:23,"0,293s",PASSED
setText,Chrome 69.0.3497.100,,2018-10-30 14:34:23,2018-10-30 14:34:24,"0,284s",PASSED
click,Chrome 69.0.3497.100,,2018-10-30 14:34:24,2018-10-30 14:34:25,"1,032s",PASSED
waitForElementPresent,Chrome 69.0.3497.100,,2018-10-30 14:34:25,2018-10-30 14:34:26,"0,978s",PASSED
click,Chrome 69.0.3497.100,,2018-10-30 14:34:26,2018-10-30 14:34:26,"0,537s",PASSED
waitForElementPresent,Chrome 69.0.3497.100,,2018-10-30 14:34:26,2018-10-30 14:34:26,"0,168s",PASSED
click,Chrome 69.0.3497.100,,2018-10-30 14:34:26,2018-10-30 14:34:27,"0,536s",PASSED
switchToWindowUrl,Chrome 69.0.3497.100,,2018-10-30 14:34:27,2018-10-30 14:34:29,"1,778s",PASSED
waitForElementVisible,Chrome 69.0.3497.100,,2018-10-30 14:34:29,2018-10-30 14:34:31,"2,297s",PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-30 14:34:31,2018-10-30 14:34:32,"0,892s",PASSED
Statement - verifyIsPortalOpen(),Chrome 69.0.3497.100,,2018-10-30 14:34:32,2018-10-30 14:34:32,"0,002s",PASSED
Statement - Try,Chrome 69.0.3497.100,,2018-10-30 14:34:32,2018-10-30 14:34:54,"21,899s",PASSED
setText,Chrome 69.0.3497.100,,2018-10-30 14:34:54,2018-10-30 14:34:54,"0,521s",FAILED
,,,,,,
Test Cases/Test Buscar Prestadores - Zona,Chrome 69.0.3497.100,,2018-10-30 14:34:54,2018-10-30 14:35:59,"1m - 5,117s",FAILED
openBrowser,Chrome 69.0.3497.100,,2018-10-30 14:34:55,2018-10-30 14:34:58,"2,919s",PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-30 14:34:58,2018-10-30 14:35:00,"2,072s",PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-10-30 14:35:00,2018-10-30 14:35:00,"0,142s",PASSED
waitForElementClickable,Chrome 69.0.3497.100,,2018-10-30 14:35:00,2018-10-30 14:35:00,"0,115s",PASSED
setText,Chrome 69.0.3497.100,,2018-10-30 14:35:00,2018-10-30 14:35:01,"0,316s",PASSED
setText,Chrome 69.0.3497.100,,2018-10-30 14:35:01,2018-10-30 14:35:01,"0,280s",PASSED
click,Chrome 69.0.3497.100,,2018-10-30 14:35:01,2018-10-30 14:35:02,"1,148s",PASSED
waitForElementPresent,Chrome 69.0.3497.100,,2018-10-30 14:35:02,2018-10-30 14:35:03,"1,239s",PASSED
click,Chrome 69.0.3497.100,,2018-10-30 14:35:03,2018-10-30 14:35:04,"0,447s",PASSED
waitForElementPresent,Chrome 69.0.3497.100,,2018-10-30 14:35:04,2018-10-30 14:35:04,"0,140s",PASSED
click,Chrome 69.0.3497.100,,2018-10-30 14:35:04,2018-10-30 14:35:05,"0,509s",PASSED
switchToWindowUrl,Chrome 69.0.3497.100,,2018-10-30 14:35:05,2018-10-30 14:35:06,"1,751s",PASSED
waitForElementVisible,Chrome 69.0.3497.100,,2018-10-30 14:35:06,2018-10-30 14:35:09,"2,302s",PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-10-30 14:35:09,2018-10-30 14:35:09,"0,875s",PASSED
Statement - verifyIsPortalOpen(),Chrome 69.0.3497.100,,2018-10-30 14:35:09,2018-10-30 14:35:09,"0,002s",PASSED
Statement - Try,Chrome 69.0.3497.100,,2018-10-30 14:35:09,2018-10-30 14:35:30,"20,086s",PASSED
setText,Chrome 69.0.3497.100,,2018-10-30 14:35:30,2018-10-30 14:35:30,"0,396s",PASSED
click,Chrome 69.0.3497.100,,2018-10-30 14:35:30,2018-10-30 14:35:30,"0,188s",PASSED
waitForElementPresent,Chrome 69.0.3497.100,,2018-10-30 14:35:30,2018-10-30 14:35:31,"0,621s",PASSED
click,Chrome 69.0.3497.100,,2018-10-30 14:35:31,2018-10-30 14:35:31,"0,269s",PASSED
waitForElementVisible,Chrome 69.0.3497.100,,2018-10-30 14:35:31,2018-10-30 14:35:34,"3,291s",PASSED
click,Chrome 69.0.3497.100,,2018-10-30 14:35:34,2018-10-30 14:35:35,"0,284s",PASSED
waitForElementVisible,Chrome 69.0.3497.100,,2018-10-30 14:35:35,2018-10-30 14:35:35,"0,131s",PASSED
click,Chrome 69.0.3497.100,,2018-10-30 14:35:35,2018-10-30 14:35:35,"0,268s",PASSED
"Statement - abrirServicio(G_Servicio, com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver())",Chrome 69.0.3497.100,,2018-10-30 14:35:35,2018-10-30 14:35:35,"0,024s",PASSED
Statement - Try,Chrome 69.0.3497.100,,2018-10-30 14:35:35,2018-10-30 14:35:48,"13,080s",PASSED
Statement - verifyIsGenesisCoberturaOpen(),Chrome 69.0.3497.100,,2018-10-30 14:35:48,2018-10-30 14:35:48,"0,002s",PASSED
Statement - Try,Chrome 69.0.3497.100,,2018-10-30 14:35:48,2018-10-30 14:35:53,"5,122s",PASSED
setText,Chrome 69.0.3497.100,,2018-10-30 14:35:53,2018-10-30 14:35:54,"0,532s",PASSED
Statement - selectOptionAutocomplete(),Chrome 69.0.3497.100,,2018-10-30 14:35:54,2018-10-30 14:35:54,"0,001s",PASSED
Statement - java.lang.Thread.sleep(5000),Chrome 69.0.3497.100,,2018-10-30 14:35:54,2018-10-30 14:35:59,"5,000s",PASSED
Statement - to = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Servicio/autocomplete_input),Chrome 69.0.3497.100,,2018-10-30 14:35:59,2018-10-30 14:35:59,"0,012s",PASSED
click,Chrome 69.0.3497.100,,2018-10-30 14:35:59,2018-10-30 14:35:59,"0,519s",FAILED
,,,,,,
Test Cases/Test Buscar Prestadores - Prestador,Chrome 69.0.3497.100,,2018-10-30 14:35:59,2018-10-30 14:37:22,"1m - 22,235s",FAILED
openBrowser,Chrome 69.0.3497.100,,2018-10-30 14:36:00,2018-10-30 14:36:03,"2,901s",PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-30 14:36:03,2018-10-30 14:36:05,"1,896s",PASSED
maximizeWindow,Chrome 69.0.3497.100,,2018-10-30 14:36:05,2018-10-30 14:36:05,"0,149s",PASSED
waitForElementClickable,Chrome 69.0.3497.100,,2018-10-30 14:36:05,2018-10-30 14:36:05,"0,084s",PASSED
setText,Chrome 69.0.3497.100,,2018-10-30 14:36:05,2018-10-30 14:36:06,"0,256s",PASSED
setText,Chrome 69.0.3497.100,,2018-10-30 14:36:06,2018-10-30 14:36:06,"0,266s",PASSED
