Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Prestaciones,Chrome 70.0.3538.77,,2018-11-02 14:07:25,2018-11-02 14:18:17,"10m - 52,392s",PASSED
,,,,,,
Test Cases/Test Buscar Prestadores - Domicilio,Chrome 70.0.3538.77,,2018-11-02 14:07:25,2018-11-02 14:13:30,"6m - 5,017s",PASSED
openBrowser,Chrome 70.0.3538.77,,2018-11-02 14:07:27,2018-11-02 14:07:32,"5,614s",PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-11-02 14:07:32,2018-11-02 14:07:33,"0,712s",PASSED
maximizeWindow,Chrome 70.0.3538.77,,2018-11-02 14:07:33,2018-11-02 14:07:33,"0,163s",PASSED
waitForElementClickable,Chrome 70.0.3538.77,,2018-11-02 14:07:33,2018-11-02 14:07:34,"0,179s",PASSED
setText,Chrome 70.0.3538.77,,2018-11-02 14:07:34,2018-11-02 14:07:34,"0,513s",PASSED
setText,Chrome 70.0.3538.77,,2018-11-02 14:07:34,2018-11-02 14:07:34,"0,354s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 14:07:34,2018-11-02 14:07:35,"1,030s",PASSED
waitForElementPresent,Chrome 70.0.3538.77,,2018-11-02 14:07:35,2018-11-02 14:07:36,"0,971s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 14:07:36,2018-11-02 14:07:37,"0,438s",PASSED
waitForElementPresent,Chrome 70.0.3538.77,,2018-11-02 14:07:37,2018-11-02 14:07:37,"0,153s",PASSED
click,Chrome 70.0.3538.77,,2018-11-02 14:07:37,2018-11-02 14:07:38,"0,514s",PASSED
switchToWindowUrl,Chrome 70.0.3538.77,,2018-11-02 14:07:38,2018-11-02 14:07:38,"0,706s",PASSED
waitForElementVisible,Chrome 70.0.3538.77,,2018-11-02 14:07:38,2018-11-02 14:07:39,"1,260s",PASSED
selectOptionByValue,Chrome 70.0.3538.77,,2018-11-02 14:07:39,2018-11-02 14:07:40,"0,755s",PASSED
