Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Prestaciones,Chrome 70.0.3538.77,,2018-10-31 16:46:01,2018-10-31 16:55:38,"9m - 37,296s",FAILED
,,,,,,
Test Cases/Test Buscar Prestadores - Domicilio,Chrome 70.0.3538.77,,2018-10-31 16:46:02,2018-10-31 16:50:20,"4m - 18,075s",FAILED
openBrowser,Chrome 70.0.3538.77,,2018-10-31 16:46:03,2018-10-31 16:46:08,"4,694s",PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-10-31 16:46:08,2018-10-31 16:46:08,"0,709s",PASSED
maximizeWindow,Chrome 70.0.3538.77,,2018-10-31 16:46:08,2018-10-31 16:46:09,"0,210s",PASSED
waitForElementClickable,Chrome 70.0.3538.77,,2018-10-31 16:46:09,2018-10-31 16:46:09,"0,336s",PASSED
setText,Chrome 70.0.3538.77,,2018-10-31 16:46:09,2018-10-31 16:46:09,"0,393s",PASSED
setText,Chrome 70.0.3538.77,,2018-10-31 16:46:09,2018-10-31 16:46:10,"0,353s",PASSED
click,Chrome 70.0.3538.77,,2018-10-31 16:46:10,2018-10-31 16:46:11,"0,984s",PASSED
waitForElementPresent,Chrome 70.0.3538.77,,2018-10-31 16:46:11,2018-10-31 16:46:12,"1,452s",PASSED
click,Chrome 70.0.3538.77,,2018-10-31 16:46:12,2018-10-31 16:46:13,"0,570s",PASSED
waitForElementPresent,Chrome 70.0.3538.77,,2018-10-31 16:46:13,2018-10-31 16:46:13,"0,188s",PASSED
click,Chrome 70.0.3538.77,,2018-10-31 16:46:13,2018-10-31 16:46:14,"0,710s",PASSED
switchToWindowUrl,Chrome 70.0.3538.77,,2018-10-31 16:46:14,2018-10-31 16:46:14,"0,776s",PASSED
waitForElementVisible,Chrome 70.0.3538.77,,2018-10-31 16:46:14,2018-10-31 16:46:15,"0,892s",PASSED
selectOptionByValue,Chrome 70.0.3538.77,,2018-10-31 16:46:15,2018-10-31 16:46:16,"0,806s",PASSED
Statement - verifyIsPortalOpen(),Chrome 70.0.3538.77,,2018-10-31 16:46:16,2018-10-31 16:46:16,"0,003s",PASSED
Statement - Try,Chrome 70.0.3538.77,,2018-10-31 16:46:16,2018-10-31 16:47:51,"1m - 34,581s",FAILED
Statement - Catch (Exception e),Chrome 70.0.3538.77,,2018-10-31 16:47:51,2018-10-31 16:47:51,"0,004s",PASSED
refresh,Chrome 70.0.3538.77,,2018-10-31 16:47:51,2018-10-31 16:47:51,"0,592s",PASSED
Statement - verifyIsPortalOpen(),Chrome 70.0.3538.77,,2018-10-31 16:47:51,2018-10-31 16:47:51,"0,002s",PASSED
Statement - Try,Chrome 70.0.3538.77,,2018-10-31 16:47:51,2018-10-31 16:49:26,"1m - 34,464s",FAILED
Statement - Catch (Exception e),Chrome 70.0.3538.77,,2018-10-31 16:49:26,2018-10-31 16:49:26,"0,002s",PASSED
refresh,Chrome 70.0.3538.77,,2018-10-31 16:49:26,2018-10-31 16:49:26,"0,025s",PASSED
Statement - verifyIsPortalOpen(),Chrome 70.0.3538.77,,2018-10-31 16:49:26,2018-10-31 16:49:26,"0,001s",PASSED
Statement - Try,Chrome 70.0.3538.77,,2018-10-31 16:49:26,2018-10-31 16:49:31,"5,010s",PASSED
setText,Chrome 70.0.3538.77,,2018-10-31 16:49:31,2018-10-31 16:49:31,"0,454s",PASSED
click,Chrome 70.0.3538.77,,2018-10-31 16:49:31,2018-10-31 16:49:31,"0,178s",PASSED
waitForElementPresent,Chrome 70.0.3538.77,,2018-10-31 16:49:31,2018-10-31 16:49:32,"0,644s",PASSED
click,Chrome 70.0.3538.77,,2018-10-31 16:49:32,2018-10-31 16:49:33,"0,575s",PASSED
waitForElementVisible,Chrome 70.0.3538.77,,2018-10-31 16:49:33,2018-10-31 16:49:33,"0,738s",PASSED
click,Chrome 70.0.3538.77,,2018-10-31 16:49:33,2018-10-31 16:49:34,"0,301s",PASSED
waitForElementVisible,Chrome 70.0.3538.77,,2018-10-31 16:49:34,2018-10-31 16:49:34,"0,141s",PASSED
click,Chrome 70.0.3538.77,,2018-10-31 16:49:34,2018-10-31 16:49:34,"0,252s",PASSED
"Statement - abrirServicio(G_Servicio, com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver())",Chrome 70.0.3538.77,,2018-10-31 16:49:34,2018-10-31 16:49:34,"0,018s",PASSED
Statement - Try,Chrome 70.0.3538.77,,2018-10-31 16:49:34,2018-10-31 16:49:47,"12,979s",PASSED
Statement - verifyIsGenesisCoberturaOpen(),Chrome 70.0.3538.77,,2018-10-31 16:49:47,2018-10-31 16:49:47,"0,001s",PASSED
Statement - Try,Chrome 70.0.3538.77,,2018-10-31 16:49:47,2018-10-31 16:49:49,"1,431s",PASSED
setText,Chrome 70.0.3538.77,,2018-10-31 16:49:49,2018-10-31 16:49:49,"0,415s",PASSED
Statement - selectOptionAutocomplete(),Chrome 70.0.3538.77,,2018-10-31 16:49:49,2018-10-31 16:49:49,"0,001s",PASSED
waitForElementClickable,Chrome 70.0.3538.77,,2018-10-31 16:49:49,2018-10-31 16:49:49,"0,156s",PASSED
delay,Chrome 70.0.3538.77,,2018-10-31 16:49:49,2018-10-31 16:50:19,"30,034s",PASSED
click,Chrome 70.0.3538.77,,2018-10-31 16:50:19,2018-10-31 16:50:20,"0,505s",FAILED
,,,,,,
Test Cases/Test Buscar Prestadores - Zona,Chrome 70.0.3538.77,,2018-10-31 16:50:20,2018-10-31 16:52:58,"2m - 38,003s",FAILED
openBrowser,Chrome 70.0.3538.77,,2018-10-31 16:50:21,2018-10-31 16:50:23,"2,697s",PASSED
navigateToUrl,Chrome 70.0.3538.77,,2018-10-31 16:50:23,2018-10-31 16:50:24,"0,648s",PASSED
maximizeWindow,Chrome 70.0.3538.77,,2018-10-31 16:50:24,2018-10-31 16:50:24,"0,181s",PASSED
waitForElementClickable,Chrome 70.0.3538.77,,2018-10-31 16:50:24,2018-10-31 16:50:24,"0,106s",PASSED
setText,Chrome 70.0.3538.77,,2018-10-31 16:50:24,2018-10-31 16:50:25,"0,259s",PASSED
setText,Chrome 70.0.3538.77,,2018-10-31 16:50:25,2018-10-31 16:50:25,"0,256s",PASSED
click,Chrome 70.0.3538.77,,2018-10-31 16:50:25,2018-10-31 16:50:26,"0,748s",PASSED
waitForElementPresent,Chrome 70.0.3538.77,,2018-10-31 16:50:26,2018-10-31 16:50:26,"0,928s",PASSED
click,Chrome 70.0.3538.77,,2018-10-31 16:50:26,2018-10-31 16:50:27,"0,419s",PASSED
waitForElementPresent,Chrome 70.0.3538.77,,2018-10-31 16:50:27,2018-10-31 16:50:27,"0,116s",PASSED
click,Chrome 70.0.3538.77,,2018-10-31 16:50:27,2018-10-31 16:50:27,"0,501s",PASSED
switchToWindowUrl,Chrome 70.0.3538.77,,2018-10-31 16:50:27,2018-10-31 16:50:28,"0,620s",PASSED
waitForElementVisible,Chrome 70.0.3538.77,,2018-10-31 16:50:28,2018-10-31 16:50:29,"0,740s",PASSED
selectOptionByValue,Chrome 70.0.3538.77,,2018-10-31 16:50:29,2018-10-31 16:50:29,"0,585s",PASSED
Statement - verifyIsPortalOpen(),Chrome 70.0.3538.77,,2018-10-31 16:50:29,2018-10-31 16:50:29,"0,000s",PASSED
Statement - Try,Chrome 70.0.3538.77,,2018-10-31 16:50:29,2018-10-31 16:52:04,"1m - 34,316s",FAILED
Statement - Catch (Exception e),Chrome 70.0.3538.77,,2018-10-31 16:52:04,2018-10-31 16:52:04,"0,003s",PASSED
refresh,Chrome 70.0.3538.77,,2018-10-31 16:52:04,2018-10-31 16:52:04,"0,024s",PASSED
Statement - verifyIsPortalOpen(),Chrome 70.0.3538.77,,2018-10-31 16:52:04,2018-10-31 16:52:04,"0,001s",PASSED
Statement - Try,Chrome 70.0.3538.77,,2018-10-31 16:52:04,2018-10-31 16:52:09,"5,381s",PASSED
setText,Chrome 70.0.3538.77,,2018-10-31 16:52:09,2018-10-31 16:52:10,"0,484s",PASSED
click,Chrome 70.0.3538.77,,2018-10-31 16:52:10,2018-10-31 16:52:10,"0,181s",PASSED
waitForElementPresent,Chrome 70.0.3538.77,,2018-10-31 16:52:10,2018-10-31 16:52:11,"1,011s",PASSED
